ISSN,SJR_Q,SJR_H,VHB,FNEGE,CoNRS,HCERE,CORE,sourc,DAEN,AJG,JCR,SNIP,SJR,CiteS,ABDC,VHB4,NF
23793163,Q2,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,History of Humanities
23793171,Q2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,History of Humanities
08992428,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,History of Mathematics
25002910,Q4,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,History of Medicine
24095834,Q4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,History of Medicine
07400675,Q2,8,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,History of Philosophy Quarterly
21521026,Q2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,History of Philosophy Quarterly
03087298,Q3,12,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,History of Photography
15271919,Q1,32,NA,3,NA,NA,NA,NA,NA,2,184,97,148,184,A,NA,History of Political Economy
00182702,Q1,32,NA,3,1,A,NA,NA,2,NA,NA,NA,NA,NA,A,NA,History of Political Economy
0143781X,Q2,24,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,History of Political Thought
0957154X,Q3,27,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,History of Psychiatry
17402360,Q3,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,History of Psychiatry
10934510,Q1,25,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,History of Psychology
19390610,Q1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,History of Psychology
00182710,Q2,23,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,History of Religions
15456935,Q2,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,History of Religions
2373518X,Q3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,History of Retailing and Consumptio
23735171,Q3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,History of Retailing and Consumptio
00732753,Q1,30,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,History of Science
17538564,Q1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,History of Science
18720684,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,History of Science and Medicine Library
24157430,Q2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,History of Science and Technology
24157422,Q2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,History of Science and Technology
03075451,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,History of Technology
1081602X,Q1,24,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,History of the Family
09526951,Q1,36,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,History of the Human Sciences
1461720X,Q1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,History of the Human Sciences
21599785,Q2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,History of the Present
21599793,Q2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,History of the Present
01445138,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,History of Universities
13857827,Q3,8,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,History of Warfare
00182753,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,History Today
13633554,Q1,31,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,History Workshop Journal
14774569,Q1,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,History Workshop Journal
26186772,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"History, Archeology and Ethnography of the Caucasus"
2618849X,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"History, Archeology and Ethnography of the Caucasus"
22111948,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"History, Philosophy and Theory of the Life Sciences"
20465963,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Histos
03506320,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Histria Archaeologica
0018280X,Q3,11,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,B,NA,Hitotsubashi Journal of Economics
17301270,Q4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HIV and AIDS Review
15284336,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,HIV Clinical Trials
20781792,Q4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HIV Infection and Immunosuppressive Disorders
20779828,Q4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HIV Infection and Immunosuppressive Disorders
14642662,Q1,82,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,HIV Medicine
14681293,Q1,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HIV Medicine
14747359,Q4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HIV Nursing
25787470,Q2,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HIV Research and Clinical Practice
25787489,Q2,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HIV Research and Clinical Practice
11791373,Q3,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HIV/AIDS - Research and Palliative Care
20592302,Q3,100,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,HLA
20592310,Q3,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HLA
14363011,NA,NA,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HMD - Praxis der Wirtschaftsinformatik
00176192,Q3,37,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,HNO
14330458,Q3,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HNO
09215891,Q2,9,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Hobbes Studies
18750257,Q2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hobbes Studies
18603025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochschulmanagement. Zeitschrift für die Leitung, Entwicklung und Selbstverwaltung von Hochschulen und Wissenschaftseinrichtunge"
03406849,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Hoelderlin-Jahrbuch
09464018,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Hofmannsthal Jahrbuch zur Europaeischen Moderne
13433873,Q4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hokkaido Journal of Orthopaedics and Traumatology
03854035,Q4,26,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Hokkaido Mathematical Journal
08879311,Q2,40,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Holistic Nursing Practice
15505138,Q2,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Holistic Nursing Practice
87566583,Q3,20,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Holocaust and Genocide Studies
14767937,Q3,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Holocaust and Genocide Studies
17504902,Q1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Holocaust Studies
20484887,Q1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Holocaust Studies
09596836,Q1,121,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Holocene
14770911,Q1,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Holocene
00183830,Q3,79,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Holzforschung
1437434X,Q3,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Holzforschung
17406315,Q2,15,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Home Cultures
10848223,Q3,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home Health Care Management and Practice
01621424,Q2,30,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Home Health Care Services Quarterly
15450856,Q2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home Health Care Services Quarterly
23744529,Q3,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home Healthcare Now
23744537,Q3,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home Healthcare Now
01953184,Q4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home Textiles Today
1558643X,Q3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homeland Security Affairs
14754916,Q2,38,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Homeopathy
14764245,Q2,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homeopathy
10887679,Q1,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homicide Studies
04394216,Q3,16,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Homme
19538103,Q3,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homme
1016362X,Q4,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Homme
21945071,Q4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homme
00184306,Q4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homme et la Societe
21010226,Q4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homme et la Societe
0018442X,Q2,33,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,HOMO- Journal of Comparative Human Biology
16181301,Q2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HOMO- Journal of Comparative Human Biology
09430180,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,C,NA,Homo Oeconomicus
23666161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,Homo Oeconomicus
15320073,Q2,25,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Homology, Homotopy and Applications"
15320081,Q2,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homology, Homotopy and Applications"
0018456X,Q4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Honeyguide
18147453,Q4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hong Kong Journal of Dermatology and Venereology
10249079,Q4,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hong Kong Journal of Emergency Medicine
15691861,Q3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hong Kong Journal of Occupational Therapy
10139923,Q4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hong Kong Journal of Paediatrics
23074620,Q4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hong Kong Journal of Radiology
22236619,Q4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hong Kong Journal of Radiology
10213619,Q4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hong Kong journal of Social Sciences
03780600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,Hong Kong Law Journal
10242708,Q3,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hong Kong Medical Journal
10137025,Q3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hong Kong Physiotherapy Journal
10273948,Q4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hong Kong Practitioner
10019014,Q4,28,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Hongwai yu Haomibo Xuebao / Journal of Infrared and Millimeter Waves
10072276,Q3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hongwai yu Jiguang Gongcheng/Infrared and Laser Engineering
21525188,Q2,7,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,HOPOS
21566240,Q2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HOPOS
23116986,Q2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Horizon. Studies in Phenomenology
22265260,Q2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Horizon. Studies in Phenomenology
03609669,Q3,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Horizons
01959085,Q2,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Horizons in Biblical Theology
18712207,Q2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Horizons in Biblical Theology
01047183,Q2,16,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Horizontes Antropologicos
14394286,Q2,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hormone and Metabolic Research
00185043,Q2,96,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Hormone and Metabolic Research
18681883,Q3,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hormone Molecular Biology and Clinical Investigatio
18681891,Q3,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hormone Molecular Biology and Clinical Investigatio
16632826,Q1,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hormone Research in Paediatrics
16632818,Q1,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hormone Research in Paediatrics
11093099,Q2,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hormones
25208721,Q2,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hormones
0018506X,Q1,149,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Hormones and Behavior
10956867,Q1,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hormones and Behavior
18688500,Q2,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hormones and Cancer
18688497,Q2,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hormones and Cancer
00733407,Q4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hornero
20403275,Q2,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Horror Studies
20403283,Q2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Horror Studies
01020536,Q2,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Horticultura Brasileira
18069991,Q2,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Horticultura Brasileira
23117524,Q1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Horticulturae
24680141,Q1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Horticultural Plant Journal
20959885,Q1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Horticultural Plant Journal
01637851,Q2,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Horticultural Reviews
0862867X,Q3,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Horticultural Science
24658588,Q3,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Horticultural Science and Technology
12268763,Q3,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Horticultural Science and Technology
22113460,Q2,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Horticulture Environment and Biotechnology
22113452,Q2,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Horticulture Environment and Biotechnology
21890102,Q2,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Horticulture Journal
21890110,Q2,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Horticulture Journal
20527276,Q1,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Horticulture Research
00185345,Q2,94,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,HortScience
23279834,Q2,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hortscience: A Publication of the American Society for Hortcultural Science
10630198,Q2,59,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,HortTechnology
19437714,Q2,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HortTechnology
13307274,Q3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hortus Artium Mediaevalium
0098180X,Q4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hospital Infection Control and Preventio
21541671,Q1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hospital pediatrics
21541663,Q1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hospital pediatrics
00185787,Q2,24,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Hospital Pharmacy
19451253,Q2,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hospital Pharmacy
21548331,Q3,24,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Hospital Practice
23771003,Q3,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hospital practice
00185868,Q4,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hospital Topics
19399278,Q4,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hospital Topics
20427921,Q1,17,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,C,NA,Hospitality & Society
20427913,Q1,17,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,C,NA,Hospitality & Society
10688838,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Hospitals & Health Networks
21582122,Q4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hotel Management
00186368,Q4,17,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Houille Blanche
23760923,Q3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Housing and Society
08882746,Q3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Housing and Society
09266240,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Housing and Urban Policy Studies
10511482,Q1,69,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,B,NA,Housing Policy Debate
2152050X,Q1,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,NA,Housing Policy Debate
02673037,Q1,79,NA,NA,3,B,NA,NA,2,NA,NA,NA,NA,NA,A,NA,Housing Studies
14661810,Q1,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,Housing Studies
14608790,Q2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Housing, Care and Support"
14036096,Q1,45,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Housing, Theory and Society"
16512278,Q1,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Housing, Theory and Society"
15432602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,Houston Business and Tax Law Journal
01941879,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Houston Journal of International Law
03621588,Q3,34,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Houston Journal of Mathematics
10646175,Q2,32,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Howard Journal of Communications
10964649,Q2,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Howard Journal of Communications
20591098,Q1,11,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Howard Journal of Crime and Justice
20591101,Q1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Howard Journal of Crime and Justice
1365182X,Q1,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HPB
14772574,Q1,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HPB
08948569,Q3,29,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,HPB Surgery
16078462,Q3,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HPB Surgery
13313010,Q4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hrvatska Revija Za Rehabilitacijska Istrazivanja
13301144,Q4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hrvatske Vode
18490506,Q4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hrvatske Vode
0439691X,Q4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hrvatski Dijalektoloski Zbornik
24594849,Q4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hrvatski Dijalektoloski Zbornik
13315854,Q4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hrvatski Geografski Glasnik
13300083,Q4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hrvatski Meteoroloski Casopis/Croatian Meteorological Journal
18138691,Q3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSE Economic Journal
18138705,Q3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSE Economic Journal
20143567,Q1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSE Social and Education History
0253987X,Q3,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hsi-An Chiao Tung Ta Hsueh/Journal of Xi'an Jiaotong University
15563324,Q2,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSS Journal
15563316,Q2,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSS Journal
21941831,Q2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HTM - Journal of Heat Treatment and Materials
18672493,Q2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HTM - Journal of Heat Treatment and Materials
20728050,Q1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HTS Teologiese Studies / Theological Studies
02599422,Q1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HTS Teologiese Studies / Theological Studies
10001182,Q4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hua xi kou qiang yi xue za zhi = Huaxi kouqiang yixue zazhi = West China journal of stomatology
10063080,Q4,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Huadong Ligong Daxue Xuebao /Journal of East China University of Science and Technology
10006613,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Huagong Jinzhan/Chemical Industry and Engineering Progress
04381157,Q4,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Huagong Xuebao/CIESC Journal
1000565X,Q4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Huanan Ligong Daxue Xuebao/Journal of South China University of Technology
02532468,Q4,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Huanjing Kexue Xuebao / Acta Scientiae Circumstantiae
02503301,Q3,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Huanjing Kexue/Environmental Science
10017631,Q4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Huaxue Fanying Gongcheng Yu Gongyi/Chemical Reaction Engineering and Technology
10059954,Q4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Huaxue Gongcheng/Chemical Engineering
1005281X,Q3,35,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Huaxue Jinzha
16714512,Q4,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Huazhong Keji Daxue Xuebao /Journal of Huazhong University of Science and Technology
00187003,Q4,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Hudebni Veda
